,model,bootstrap_iteration,c_index
335,Age Only,35,0.6820471143059912
336,Age Only,36,0.6817838419450104
337,Age Only,37,0.6818525216913532
338,Age Only,38,0.6824362995352671
339,Age Only,39,0.6818525216913532
340,Age Only,40,0.6813717634669536
341,Age Only,41,0.6830200773791809
342,Age Only,42,0.6817838419450104
343,Age Only,43,0.6820471143059912
344,Age Only,44,0.6820471143059912
345,Age Only,45,0.6820471143059912
346,Age Only,46,0.6818525216913532
347,Age Only,47,0.6818525216913532
348,Age Only,48,0.6830200773791809
349,Age Only,49,0.6818525216913532
350,Age Only,50,0.6824362995352671
351,Age Only,51,0.6818525216913532
352,Age Only,52,0.6820471143059912
353,Age Only,53,0.6817838419450104
354,Age Only,54,0.6818525216913532
355,Age Only,55,0.6820471143059912
356,Age Only,56,0.6813717634669536
357,Age Only,57,0.6820471143059912
358,Age Only,58,0.6830200773791809
359,Age Only,59,0.6820471143059912
360,Age Only,60,0.6830200773791809
361,Age Only,61,0.6818525216913532
362,Age Only,62,0.6820471143059912
363,Age Only,63,0.6818525216913532
364,Age Only,64,0.6824362995352671
365,Age Only,65,0.6805819463840114
366,Age Only,66,0.6820471143059912
367,Age Only,67,0.6820471143059912
368,Age Only,68,0.6820471143059912
369,Age Only,69,0.6818525216913532
370,Age Only,70,0.6830200773791809
371,Age Only,71,0.6820471143059912
372,Age Only,72,0.6817838419450104
373,Age Only,73,0.6817838419450104
374,Age Only,74,0.6818525216913532
375,Age Only,75,0.6820471143059912
376,Age Only,76,0.6818410750669628
377,Age Only,77,0.6830200773791809
378,Age Only,78,0.6830200773791809
379,Age Only,79,0.6830200773791809
380,Age Only,80,0.6820471143059912
381,Age Only,81,0.6820471143059912
382,Age Only,82,0.6820471143059912
383,Age Only,83,0.6818525216913532
384,Age Only,84,0.6805819463840114
385,Age Only,85,0.6818525216913532
386,Age Only,86,0.6818525216913532
387,Age Only,87,0.6824362995352671
388,Age Only,88,0.6817838419450104
389,Age Only,89,0.6820471143059912
390,Age Only,90,0.6824362995352671
391,Age Only,91,0.6817838419450104
392,Age Only,92,0.6830200773791809
393,Age Only,93,0.6818525216913532
394,Age Only,94,0.6818525216913532
395,Age Only,95,0.6817838419450104
396,Age Only,96,0.6824362995352671
397,Age Only,97,0.6820471143059912
398,Age Only,98,0.6820471143059912
399,Age Only,99,0.6817838419450104
400,covariates only,0,0.7012087635356333
401,covariates only,1,0.7012087635356333
402,covariates only,2,0.6978091160916645
403,covariates only,3,0.7014605892722237
404,covariates only,4,0.6947414207550193
405,covariates only,5,0.6949589066184382
406,covariates only,6,0.6979464755843502
407,covariates only,7,0.7014605892722237
408,covariates only,8,0.673027174286303
409,covariates only,9,0.7014605892722237
410,covariates only,10,0.6977633295941027
411,covariates only,11,0.6961836954282182
412,covariates only,12,0.6891096815549095
413,covariates only,13,0.7012087635356333
414,covariates only,14,0.6949589066184382
415,covariates only,15,0.6920858038964309
416,covariates only,16,0.6923948627549735
417,covariates only,17,0.6929671939744969
418,covariates only,18,0.6998924017307296
419,covariates only,19,0.6949589066184382
420,covariates only,20,0.6998924017307296
421,covariates only,21,0.6949589066184382
422,covariates only,22,0.6987706325404638
423,covariates only,23,0.6893500606671092
424,covariates only,24,0.6987477392916829
425,covariates only,25,0.695908976442847
426,covariates only,26,0.6974428241111696
427,covariates only,27,0.6892012545500332
428,covariates only,28,0.6951534992330761
429,covariates only,29,0.6893500606671092
430,covariates only,30,0.6886518165792908
431,covariates only,31,0.6998924017307296
432,covariates only,32,0.6989881184038826
433,covariates only,33,0.7014605892722237
434,covariates only,34,0.6987706325404638
435,covariates only,35,0.6951534992330761
436,covariates only,36,0.6941004097891532
437,covariates only,37,0.7012087635356333
438,covariates only,38,0.6932419129598681
439,covariates only,39,0.6987706325404638
440,covariates only,40,0.7012087635356333
441,covariates only,41,0.6921201437696023
442,covariates only,42,0.6974199308623886
443,covariates only,43,0.6893500606671092
444,covariates only,44,0.6923490762574117
445,covariates only,45,0.6951534992330761
446,covariates only,46,0.684862983906046
447,covariates only,47,0.6925093289988782
448,covariates only,48,0.6949589066184382
449,covariates only,49,0.6947414207550193
450,covariates only,50,0.6978091160916645
451,covariates only,51,0.6958402966965042
452,covariates only,52,0.6979464755843502
453,covariates only,53,0.6946956342574575
454,covariates only,54,0.6893500606671092
455,covariates only,55,0.6952908587257618
456,covariates only,56,0.6951191593599048
457,covariates only,57,0.6951534992330761
458,covariates only,58,0.6974199308623886
459,covariates only,59,0.6951534992330761
460,covariates only,60,0.6973741443648268
461,covariates only,61,0.7002014605892722
462,covariates only,62,0.6932419129598681
